customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer
2030.783687,0,64,0,8,1,1,731.479725,46604
5090.44875,25226,71,13,97,1,4,340.8,44279
3353.381136,63398,83,29,46,0,1,292.206784,99940
8532.989751,30092,108,33,90,0,9,192.265438,27917
2647.519741,37876,69,13,15,0,1,300.056383,22033
6071.907243,12201,84,14,63,0,4,604.8,60132
9061.767848,37970,115,8,44,0,3,124.967415,74199
2531.586761,28898,67,15,85,0,1,82.811346,74115
2467.129805,23845,61,33,34,0,1,292.8,48126
7408.167551,62810,187,14,22,1,1,32.874675,37561
3452.414955,65773,89,24,35,4,1,245.308491,19141
4481.387593,0,69,1,25,0,4,232.183503,21455
21235.44557,0,86,29,45,0,2,568.746405,14477
3370.074728,0,95,14,15,1,1,476.903351,88644
3746.751625,41479,94,14,38,1,1,19.575683,41331
5129.608404,72433,126,34,48,0,1,343.139611,39857
12300.005,74586,103,14,19,0,2,494.4,67881
18065.27192,0,234,11,26,0,7,1135.141469,13780
19644.76296,67326,69,17,32,0,2,331.2,70847
35900.07644,25285,114,12,84,0,2,547.2,75102
6838.767672,15871,89,20,19,0,4,427.2,30611
6519.287872,38795,82,30,41,1,3,393.6,61438
5712.380598,24882,72,13,20,0,8,345.6,44130
5126.54272,33169,128,33,14,0,1,614.4,78828
4984.618655,86305,62,1,99,0,5,80.73124,31826
4102.199975,0,112,31,21,0,1,537.6,67905
4111.197013,32210,103,16,97,0,1,494.4,92540
11085.87709,69090,139,24,11,0,5,387.222556,92511
4745.680421,0,63,23,88,0,3,523.337427,63879
5837.528088,83308,73,3,81,1,7,419.471438,20606
19190.31894,39034,68,10,55,0,2,466.446708,31823
6444.076976,46750,82,20,74,1,3,672.026958,79082
7255.577594,39786,91,2,91,1,9,365.835977,89933
8197.712164,56788,108,22,34,5,7,579.710188,77390
4554.911887,90156,114,16,6,0,1,388.346716,79124
7069.740965,63867,89,21,4,1,3,432.361631,97701
4743.694528,83413,118,0,1,0,1,134.801691,73184
4019.384424,0,118,2,48,0,1,566.4,43335
20239.38353,36116,171,27,33,2,2,158.126982,68898
2674.730716,56342,69,12,89,0,1,331.2,80657
9206.429641,55542,117,1,76,0,5,310.651386,13091
23187.14574,58466,66,7,79,1,2,316.8,73432
4770.550911,12964,65,2,37,0,4,362.774545,90504
3768.086327,43412,94,33,38,0,1,509.722387,12501
2893.739608,82611,74,23,87,1,1,355.2,58728
11611.94584,28915,76,10,49,0,2,364.8,57426
14246.14841,0,207,13,68,0,6,1490.4,99414
2554.551152,0,70,19,27,0,1,336.0,86596
3226.516193,91774,81,4,21,0,1,285.020982,92775
2227.072755,27972,61,7,38,0,1,292.8,69331
10623.40552,0,96,11,16,0,2,460.8,41790
8304.688878,0,122,22,14,2,9,681.328474,52900
5155.529312,77857,64,0,99,0,9,160.62847,88363
4407.769164,0,62,18,34,0,3,114.097383,37864
2955.495724,56502,74,15,78,0,1,355.2,27304
3900.906002,95018,97,21,81,0,1,315.879728,37971
4531.372981,23705,122,33,2,4,1,585.6,54950
2813.309659,72333,70,10,20,0,1,177.224451,75515
7196.721128,0,107,22,96,0,4,770.4,72997
6301.102478,47622,80,15,13,0,7,305.544034,13691
7799.440458,0,105,33,7,0,3,504.0,20957
8292.626726,79632,106,7,72,1,3,344.048739,41153
18534.61157,16154,62,31,45,1,2,91.355165,49215
2906.298309,72211,73,12,1,0,1,44.912125,78309
6089.77238,70892,76,21,32,0,5,206.709951,54329
5016.144667,49367,63,16,40,0,9,69.230355,59706
15470.59658,68086,194,34,6,0,3,218.342169,77095
5680.467468,90353,70,3,64,0,7,72.617605,14656
4582.155128,49558,115,1,73,0,1,552.0,74025
8663.550386,93485,72,31,40,0,2,127.104785,67951
5274.20076,10629,74,17,15,0,8,532.8,13353
2620.601718,10237,72,31,97,0,1,253.637853,49010
4515.184003,87517,112,1,28,1,1,802.278237,74474
5533.229132,23241,70,11,14,0,9,504.0,79024
5216.914471,60861,66,8,82,0,4,65.425125,61306
7860.086842,21726,104,20,79,0,8,697.010998,88939
5016.553079,36313,67,3,38,2,9,300.375887,64765
3351.567048,29160,87,25,62,0,1,417.6,79319
6732.202033,0,99,15,79,0,5,712.8,45195
6423.739052,0,188,5,67,0,1,1621.560425,73653
4974.8733,48139,63,9,41,0,9,329.494,72919
4739.297046,0,76,28,55,5,3,38.792481,31181
6086.431746,13688,84,25,2,0,8,403.2,23230
5016.641406,0,73,16,77,0,9,525.6,89479
7341.794924,27649,63,3,63,0,2,302.4,30720
3215.196994,24191,80,11,32,0,1,103.750234,92008
2533.796807,0,71,11,77,0,1,517.056582,46674
5340.535477,58493,67,13,53,0,4,321.6,31096
3644.833554,82477,90,1,69,0,1,432.0,44464
6382.047596,88663,79,20,86,0,7,379.2,35430
4303.637883,74057,109,27,24,0,1,523.2,51950
4228.734374,0,63,2,82,2,8,302.4,88841
10426.08551,52342,66,28,28,3,2,316.8,51790
2484.747576,42012,63,13,84,0,1,40.754246,80820
8232.760182,56021,69,20,38,0,2,279.51121,13752
21768.69952,35124,137,18,46,0,2,986.4,51487
2160.920387,0,62,4,49,1,1,439.001718,97473
4423.690041,0,125,8,55,0,1,900.0,89807
3691.765242,37202,93,30,86,0,1,322.528829,24074
4940.508153,65985,71,3,47,5,4,42.43131,61016
8503.942634,87771,74,8,9,4,2,355.2,60177
41143.09011,63624,115,10,40,2,2,306.337632,96036
10419.16743,80192,129,8,69,0,9,200.662297,37776
4139.89767,35945,105,14,25,0,1,756.0,78961
7627.660848,93004,63,31,2,0,2,205.957043,15471
6162.369756,0,89,4,24,0,4,941.347502,80728
25807.063,71210,214,8,89,1,2,1027.2,47792
15506.9278,99159,190,7,14,0,5,912.0,80842
5757.489397,81491,72,21,24,0,3,61.715527,93530
39365.29616,99875,108,12,37,0,2,114.972914,27295
5555.492159,51705,139,26,79,0,1,545.291103,55611
23893.3041,39837,201,11,63,0,2,381.306996,39050
9594.78115,31421,81,5,95,0,2,388.8,96022
5411.936509,81531,135,23,50,0,1,420.434259,69210
5318.89664,25134,67,3,0,0,6,321.6,72280
7731.713059,37386,97,1,4,0,3,465.6,21189
2004.350666,0,66,16,35,4,1,316.8,50334
5510.965059,99553,68,14,85,0,6,111.586995,70736
11158.12643,0,161,19,71,0,9,1159.2,21485
5390.27165,70705,69,31,61,2,6,272.024652,49636
2658.217729,22724,69,21,39,0,1,9.424668,29325
8826.611996,26320,111,3,92,0,9,603.819794,83318
4713.404623,0,69,7,90,0,8,806.534801,54297
2393.915369,0,70,24,10,0,1,425.266308,78185
11895.18188,88218,99,9,25,0,2,50.32306,14274
5580.960642,25180,70,21,44,0,9,235.895575,86727
8617.550432,48091,108,30,66,0,9,132.041491,89554
3940.123576,92539,100,1,55,0,1,25.713622,50892
2448.765205,40658,61,24,79,1,1,38.379869,77056
4439.677708,75453,112,6,90,0,1,163.9498,19701
2534.946955,94003,64,14,39,0,1,307.2,49891
17420.56565,31737,218,17,2,0,3,1046.4,65318
2393.915369,0,70,24,10,0,1,425.266308,35876
2681.332102,0,71,2,94,1,1,340.8,87161
4272.80504,0,114,0,75,0,1,1343.619461,50291
15284.33065,48885,190,31,90,0,9,1090.122048,35858
20186.34693,0,79,14,22,0,2,379.2,55762
4984.618655,86305,62,1,99,0,5,80.73124,28314
5246.278375,28909,66,15,66,0,8,456.702735,53936
8827.229838,0,123,35,38,1,3,1088.38378,51398
3269.013926,26140,84,23,37,1,1,403.2,81002
16979.79757,35095,73,25,56,0,2,525.6,20358
2479.920134,31678,63,7,3,0,1,76.629988,75509
7200.566588,28245,62,0,16,0,2,297.6,93155
7917.119912,0,72,0,97,0,2,345.6,21322
24061.11048,19168,106,12,54,1,2,508.8,44613
19160.98994,22705,239,19,59,0,7,1294.700423,93288
23295.06014,86481,65,9,69,0,2,189.971267,67230
7553.936525,38008,68,12,40,4,2,321.789644,32742
2405.618791,63032,61,5,79,0,1,404.550554,30946
4865.371797,27228,129,19,61,4,1,238.262773,69908
16388.09542,0,68,5,4,1,2,483.578159,78691
2611.14858,13424,71,30,78,0,1,340.8,44360
8688.754812,59098,110,31,73,0,3,665.931223,77809
13736.1325,16181,181,22,79,0,8,1261.319869,30750
8564.768226,95697,107,29,29,0,9,178.006524,41273
7019.177186,26806,63,32,19,0,2,302.4,73599
8114.409136,30595,69,22,36,0,2,446.08476,74000
4864.382304,88079,61,16,37,0,3,121.88814,45259
8569.422637,99803,71,1,67,0,2,189.143402,45265
17793.60797,0,118,26,43,0,2,1118.990694,70293
12944.18562,0,191,27,49,0,3,1375.2,24370
2649.207711,36283,68,14,63,1,1,291.410965,64125
4582.899414,66991,115,1,71,0,1,399.617715,39025
2691.70088,34322,70,20,46,2,1,336.0,15516
2466.376803,44855,63,3,71,1,1,103.607499,47139
9277.472901,97729,115,4,48,1,7,221.047584,59140
4142.561212,48263,104,2,32,0,1,674.863718,26024
27990.27159,68343,79,20,78,0,2,379.2,16441
9409.143498,76847,118,16,52,0,3,31.58501,43282
2581.022016,35795,65,25,53,0,1,312.0,17964
7637.111954,0,71,1,29,0,2,340.8,27895
2471.077732,53074,61,5,86,0,1,268.773368,62992
2302.818965,0,63,13,48,0,1,732.638975,23742
8716.368952,28743,112,9,13,0,3,537.6,64489
5207.985921,81839,65,23,39,1,4,74.666163,65109
2719.506996,14030,72,11,3,0,1,345.6,40169
2452.726922,32764,61,30,23,0,1,292.953446,88443
3829.090645,74775,95,18,35,0,1,676.658911,38778
8873.525122,53503,114,3,43,0,7,547.2,77382
15925.05739,34455,135,8,69,0,2,648.0,42728
2952.360309,52198,74,2,62,0,1,355.2,31667
15923.95503,64429,133,1,58,2,2,222.080015,35008
7285.030983,44788,61,6,48,0,2,386.031248,77244
13104.30284,30130,110,22,12,0,2,528.0,52895
2436.839358,0,65,34,84,0,1,149.241472,39838
9350.872287,0,275,3,64,1,1,1980.0,92328
9035.671134,34337,113,20,44,0,9,542.4,86074
17250.74771,22276,111,19,73,1,2,783.211084,80404
2549.080421,52980,64,33,93,0,1,191.945693,20787
8954.840118,97736,74,19,22,0,2,60.090984,50513
2467.97792,0,67,0,14,0,1,222.903462,42649
7700.619936,0,73,18,16,1,2,792.868448,46481
3776.665506,68727,94,19,76,0,1,386.520235,73697
8044.872393,71391,67,29,39,0,2,284.000172,48681
5029.671927,62271,63,30,52,0,3,25.478179,58230
19957.79034,0,187,1,7,0,2,1346.4,35486
6179.699689,0,86,12,96,0,8,412.8,64833
5678.050167,0,76,8,44,0,3,364.8,69755
4089.429492,28506,104,27,37,0,1,499.2,41158
3142.87734,0,86,17,35,0,1,412.8,59790
22895.34606,0,94,14,17,0,2,676.8,67008
5586.893159,94161,69,0,65,0,4,108.989737,69163
12105.29422,33345,102,34,37,0,2,694.078608,72052
11971.97765,64195,158,0,27,4,6,618.288849,60547
15328.45723,0,138,1,34,0,2,688.828746,97631
5424.256733,67414,68,7,37,0,8,148.778455,20130
4981.825724,33176,63,22,75,0,3,302.4,72165
14635.45158,0,139,5,56,0,2,667.2,29166
6862.866306,56779,86,21,16,0,3,435.388932,30139
13745.04802,40810,114,8,14,0,2,780.378964,54537
8111.651948,30622,68,22,86,0,2,326.4,62327
22712.02364,14119,67,4,53,0,2,68.019973,26050
56675.93768,77237,283,33,93,0,2,1358.4,50092
8160.587729,24980,71,34,14,0,2,511.2,48798
3919.366722,66676,97,0,40,0,1,558.099357,93328
7286.155383,0,69,4,83,1,2,669.716478,83069
7589.634,0,69,30,97,0,2,331.2,56075
9032.370378,0,82,24,21,0,2,157.208336,19952
5555.556089,41853,71,17,51,0,3,155.511553,58690
8257.666512,23815,73,4,47,0,2,424.330166,35142
2721.749756,22885,73,20,46,0,1,386.245297,69816
5230.092742,32630,66,26,40,0,3,202.961374,67025
6273.911874,18577,86,21,76,0,6,412.8,69329
5866.068903,75952,73,5,17,0,3,350.4,19726
8802.188243,96390,73,17,47,0,2,316.977588,39427
8722.895091,25680,73,10,93,0,2,332.40907,69145
8178.521899,0,112,17,29,0,7,806.4,76399
43217.21611,51504,220,30,99,0,2,2552.343856,94496
2442.216651,0,74,15,9,3,1,532.8,91640
2919.710443,41456,73,11,19,0,1,257.380112,46955
6366.225775,44368,80,5,72,0,3,384.0,82585
17114.32815,70961,85,19,8,0,2,408.0,31376
2395.57,21986,63,1,9,0,1,333.696228,36805
2987.949471,0,83,14,22,0,1,708.693556,57856
12780.276,33514,105,33,2,0,2,265.215014,84541
3906.669584,60230,98,13,91,0,1,8.129056,66759
2594.591182,0,70,17,47,1,1,494.196873,74307
5267.848664,40818,66,6,3,0,6,316.8,15144
9095.049868,37937,116,11,42,0,5,556.8,89479
7122.273163,64571,89,34,91,0,6,452.115601,22158
9117.441695,0,126,29,61,0,3,421.906803,32733
41075.42879,21988,209,12,62,0,2,1003.2,85494
3486.699561,0,95,12,5,0,1,684.0,79717
7297.687812,24672,93,9,44,0,9,669.6,12730
2502.209885,0,74,26,95,1,1,355.2,32760
9955.490835,0,96,1,79,0,2,460.8,77718
7094.158873,72878,61,0,58,2,2,45.463345,62600
12280.76661,88340,102,16,1,0,2,489.6,47892
5773.90039,52278,73,31,91,0,3,234.997994,78418
4904.894731,12902,139,3,51,0,1,667.2,32629
3423.822189,99816,86,0,0,0,1,172.913031,79472
2689.16845,26554,68,18,86,1,1,391.687368,58500
3109.007806,77485,77,0,87,0,1,355.909266,47990
22425.25604,22537,64,24,87,1,2,307.2,25309
5705.547071,76522,71,31,71,0,6,340.8,66792
2063.387895,0,64,22,34,3,1,602.911057,32305
5096.673223,22886,65,9,81,0,3,312.0,98744
4101.935985,0,115,1,34,0,1,552.0,19130
2537.929538,25506,65,10,16,0,1,312.0,66653
3651.69247,0,110,7,70,0,1,1265.387328,17441
10014.05568,0,98,19,17,1,2,705.6,67313
6758.807188,0,191,22,38,0,1,2042.569089,33054
5205.90965,0,72,18,91,0,9,345.6,97052
2847.965582,96357,71,4,69,1,1,238.245103,12732
11513.35549,16266,100,11,23,0,2,1177.323534,29693
7588.35586,76516,95,13,15,0,9,661.008979,41602
2389.310128,20484,61,3,89,0,1,181.218317,17193
5066.827444,40215,64,11,22,0,3,98.480884,63581
36860.90798,22854,122,28,53,0,2,878.4,39613
3961.58618,0,118,6,34,1,1,264.642948,22171
8476.80656,55217,107,9,9,2,9,696.115596,89791
10110.76997,76276,86,24,19,0,2,93.309811,15300
2476.480866,47918,62,2,51,0,1,246.256648,33876
4462.997006,0,73,35,52,3,5,350.4,12752
3141.252909,43499,80,8,44,0,1,529.490007,65176
2496.140812,0,72,14,58,0,1,518.4,31269
6861.278936,0,71,11,21,3,2,476.197355,94455
4983.178714,21497,128,31,58,0,1,614.4,32784
2227.072755,27972,61,7,38,0,1,292.8,41125
9670.181104,20942,84,12,59,0,2,403.2,28690
5088.687654,0,71,31,52,0,4,511.2,63822
7095.134789,74298,177,9,81,0,1,161.537767,50648
5437.908293,23339,138,8,31,0,1,666.307195,77795
5033.693296,77031,125,17,17,0,1,600.0,98184
14019.83314,31739,71,10,29,0,2,469.882367,69566
4877.61238,0,66,4,30,0,5,420.39344,16519
3449.494119,25236,89,2,26,0,1,427.2,67992
3771.617797,0,103,25,16,1,1,685.227276,31382
5824.817366,40964,74,7,57,0,8,355.2,49970
4379.92784,40896,109,3,61,0,1,319.294289,23108
5793.157728,95733,72,19,82,0,3,475.423848,90785
2725.680297,39161,71,8,84,3,1,340.8,66788
5790.565333,84551,72,10,82,0,5,28.92584,12371
8502.237137,12843,111,6,47,0,3,1143.494486,68813
2476.588891,71551,62,10,19,0,1,297.6,90926
2426.95904,0,71,2,5,0,1,511.2,86614
5897.986595,77835,74,2,30,1,4,43.618784,13393
4617.391775,16764,61,13,79,0,7,292.8,33850
12521.42105,39007,105,29,16,0,2,1023.844984,25109
9079.823377,20290,113,6,75,0,3,766.519022,67672
7777.201669,46182,65,23,27,0,2,2.574682,73460
5601.68063,11920,74,20,27,0,7,355.2,57693
3459.037949,97162,86,0,63,0,1,32.715179,81426
9061.951591,42743,117,5,86,1,6,101.288057,99192
6866.093807,0,64,18,59,0,2,40.44586,31287
2659.70565,0,87,4,4,3,1,420.041981,25563
12332.51669,85789,105,18,54,2,2,122.302824,75949
21172.38983,0,82,24,86,0,2,588.269018,85764
3677.907634,31349,93,10,32,0,1,446.4,33725
9816.528302,37256,62,15,7,0,2,128.969729,43220
4922.165949,0,69,2,76,0,3,331.2,61717
7583.962264,0,102,27,29,0,5,848.161322,17510
2685.901421,58166,67,3,19,0,1,91.914969,35830
4132.58858,0,63,4,55,1,3,453.6,95197
8622.835375,97361,73,6,85,0,2,350.4,73501
15253.26436,51937,193,5,40,0,9,850.389259,65563
4277.560211,75921,106,32,4,0,1,609.680428,44995
20096.89337,92766,71,17,15,0,2,379.029102,55759
4770.550911,12964,65,2,37,0,4,362.774545,94903
7025.65076,48117,88,4,51,0,3,422.4,35512
8265.379176,0,77,17,41,0,2,554.4,43263
24552.8746,0,118,18,66,1,2,966.541071,34496
4407.97312,66152,111,14,18,0,1,532.8,73187
2482.195895,31093,64,1,22,0,1,274.956819,13766
3858.867206,0,107,15,58,1,1,513.6,44999
11572.10339,0,166,4,49,0,4,1195.2,14993
3645.464325,19121,95,1,18,0,1,915.188647,14610
4362.772279,0,65,11,46,0,3,468.0,31268
10425.98532,68563,131,6,44,1,3,350.097052,13262
7025.04419,24726,92,18,75,1,5,150.693773,58066
7388.733207,0,97,31,24,0,3,638.371157,81706
2927.734329,51991,73,4,95,0,1,124.376921,18835
8356.181097,0,118,25,29,0,7,153.176419,87395
8718.056722,89096,111,1,50,0,3,64.98293,13323
35227.29912,23031,148,26,76,0,2,710.4,53363
8697.882675,29540,73,3,23,0,2,350.4,26229
3554.845264,58557,88,4,83,0,1,55.510526,28535
2818.31302,88816,70,33,9,0,1,164.282841,50560
19045.50012,0,61,2,61,0,2,439.2,65673
2893.806196,61809,72,9,21,0,1,328.004855,65741
14439.80313,58452,186,7,13,0,5,892.8,77449
5121.838914,57161,127,20,92,0,1,609.6,49789
2217.664193,0,65,11,69,0,1,111.872115,54093
2861.717418,90083,71,23,47,0,1,181.689191,19026
5979.724161,57693,76,16,56,0,3,547.2,67997
7377.231238,0,69,16,42,0,2,331.2,65749
6366.225775,44368,80,5,72,0,3,384.0,91759
8657.968597,68727,72,15,49,0,2,171.475838,20696
11726.18921,40564,97,0,36,0,2,85.968142,14955
5780.182197,51066,74,23,0,0,8,787.993313,79028
10058.74013,0,92,30,81,0,2,640.229108,89095
7072.928971,90551,61,28,4,4,2,374.527412,26146
4787.206586,0,67,16,45,0,5,321.6,99696
3013.439451,21353,80,28,21,0,1,576.0,15953
3472.369996,0,102,25,48,0,1,976.112456,30377
5380.898636,55350,67,0,13,0,9,321.6,23007
38230.21008,80321,105,25,1,0,2,166.972451,74270
5526.438887,94230,137,21,82,0,1,657.6,47384
4883.117399,53305,63,32,73,0,4,302.4,84396
14203.04178,55593,182,10,48,1,9,677.63589,20827
5745.41663,0,165,27,38,0,1,1853.202354,47281
9602.07966,0,94,12,3,0,2,676.8,62219
3199.75316,0,87,3,43,0,1,132.492438,39671
2758.329817,22158,74,8,92,0,1,355.2,33134
2725.192659,81605,67,7,74,0,1,424.219182,49989
5550.149947,62219,69,7,73,0,4,243.238784,48786
2619.172388,15587,71,11,48,0,1,136.033828,46642
6265.343299,0,84,18,25,1,4,481.025786,60853
12313.16484,0,116,7,57,0,2,835.2,40610
10552.42728,28505,88,0,93,0,2,422.4,98447
12022.38645,25918,104,7,30,0,2,996.775536,86271
9295.41115,0,261,33,44,0,1,2759.794354,75163
7440.92353,34137,62,6,9,0,2,297.6,98130
10302.90289,21839,137,2,70,0,8,657.6,16820
3508.569533,20978,98,19,96,1,1,1176.2788,24562
5761.317533,83392,71,30,80,0,3,125.961938,78357
10280.80787,73661,128,34,47,0,3,404.329477,96263
4783.917752,49793,121,3,55,0,1,640.835113,31768
2142.892273,0,65,3,71,0,1,686.774939,81676
8738.299629,91890,107,30,28,0,7,156.617415,79612
4468.2209,0,65,16,61,0,9,468.0,77357
11315.20373,11885,101,18,39,0,2,484.8,88763
21886.19626,43000,109,27,9,0,2,676.808053,39695
7681.551777,90043,63,12,21,0,2,203.226649,28119
16702.69914,0,72,34,46,0,2,345.6,29426
5015.009472,48567,130,12,15,0,1,624.0,46607
5776.338737,27510,159,5,28,3,1,871.457982,63606
2777.525403,59124,70,18,31,2,1,173.426207,89058
4127.495254,0,119,20,89,3,1,856.8,78492
6670.850638,56531,170,34,24,3,1,816.0,88728
14741.76092,0,139,2,33,1,2,667.2,74689
38320.82017,45277,191,19,0,0,2,916.8,86917
2064.697955,0,65,12,57,3,1,368.828511,71609
5504.139033,0,73,18,45,0,5,350.4,17993
5096.673223,22886,65,9,81,0,3,312.0,28398
7995.441263,66685,67,35,50,2,2,38.763897,85480
5674.136445,65775,72,16,98,0,4,171.426318,27787
2886.232446,52972,74,3,68,0,1,355.2,24429
5794.682724,52979,72,14,53,0,4,345.6,58523
10706.66957,55436,67,7,44,0,2,321.6,39383
5320.614976,32116,132,10,42,0,1,277.351026,74017
20498.83124,56070,74,5,73,0,2,87.990528,68234
4628.280887,0,62,32,31,0,3,690.548602,37274
27287.50099,0,116,12,76,1,2,835.2,67362
4029.723325,93621,100,16,20,0,1,59.860273,36916
2744.083863,79192,70,11,74,0,1,336.0,74984
35444.31404,96853,98,34,68,0,2,565.504258,15346
2858.992036,0,83,25,91,4,1,355.385287,12632
5862.803295,75121,73,12,22,0,6,171.226873,64196
4031.539471,0,117,2,41,0,1,842.4,27174
7553.225007,69959,63,9,3,0,2,401.838921,28880
16699.46158,81400,104,6,19,0,2,499.2,46631
3233.262049,0,98,33,87,1,1,705.6,29715
5640.729767,67523,72,35,21,0,7,345.237659,42323
8678.508294,62366,108,22,87,0,8,51.316527,49138
10339.59799,67134,131,5,63,1,6,277.448968,34057
3746.751625,41479,94,14,38,1,1,19.575683,54277
2571.260863,29697,66,0,58,4,1,316.8,64888
4428.031583,58577,110,6,62,0,1,303.872752,28580
7413.386729,0,106,7,44,0,4,508.8,87218
4768.955924,51144,61,28,32,1,9,223.305224,79307
6035.086336,29587,76,25,4,0,3,422.024661,80383
16280.19859,0,157,17,1,0,2,753.6,78649
9024.199159,71499,112,25,61,0,5,537.6,84389
7495.676658,0,106,23,45,0,5,763.2,26700
12520.97907,0,126,4,59,0,2,907.2,26812
2552.038766,75740,64,13,11,0,1,128.516525,17769
16887.79708,53262,62,11,18,4,2,223.72051,89404
3038.829992,75180,77,15,30,3,1,154.907769,41880
4455.518101,31196,62,26,57,4,9,342.796508,49057
11972.78231,0,186,0,67,2,5,1441.843837,52280
8513.697414,34505,106,13,44,0,9,359.861348,93878
9085.204991,0,82,14,27,2,2,146.757086,65854
24096.23695,0,97,1,40,0,2,1154.635974,97823
9095.049868,37937,116,11,42,0,5,556.8,34236
21418.35544,21897,139,19,67,0,2,667.2,81839
10714.21449,55994,92,19,75,2,2,441.6,97399
9986.661111,24067,132,12,2,0,6,633.6,44478
7908.669486,43630,99,33,30,0,3,475.2,79788
4869.596443,23811,130,20,8,0,1,624.0,67768
2121.647053,0,62,11,45,0,1,446.4,67970
6328.180924,0,100,17,21,2,4,648.364172,40799
4340.858797,0,124,6,34,0,1,595.2,80674
6279.816729,50562,79,19,34,0,9,545.013504,72397
11981.98481,21514,62,0,59,0,2,257.248789,13382
22235.01011,80355,187,24,92,1,2,897.6,30774
8646.504109,64125,108,3,44,0,3,369.818708,14734
2444.329535,83800,62,11,44,0,1,196.155575,31142
5070.352408,23840,64,32,66,0,7,307.2,29372
5647.145809,54834,72,23,13,0,8,186.191931,70601
13345.13545,80277,112,6,40,1,2,36.975673,76596
13297.63587,88430,66,7,17,1,2,316.8,62151
7031.785183,26255,88,21,4,0,3,52.752601,37702
3615.889805,0,95,16,1,0,1,684.0,13332
14120.03562,95715,119,0,52,2,2,148.98255,84227
2155.209879,0,70,22,67,3,1,336.0,97404
2748.851081,32437,69,4,73,0,1,473.361602,99149
5087.015287,22726,65,25,73,0,3,312.0,57305
14031.70314,58092,72,7,56,1,2,202.24202,82877
8656.396659,83365,109,27,7,1,4,523.2,63956
4861.493017,12153,69,23,9,1,8,438.155584,47500
19174.63407,74028,118,10,16,0,2,53.076203,31837
7089.68396,52707,90,33,66,1,6,432.0,20177
6802.06713,47451,87,0,31,1,6,417.6,10377
2359.423599,19864,63,22,96,0,1,352.394515,17669
15114.40241,28513,100,4,22,1,2,480.0,77737
2926.829158,26242,74,5,69,0,1,347.060173,39597
13014.23496,55067,110,3,21,1,2,353.098604,74051
7901.697919,62291,100,1,53,0,3,480.0,98042
13406.92021,25048,167,0,11,0,5,801.6,60303
6106.941981,16654,79,23,31,0,7,379.2,42671
12321.83615,26887,113,32,67,0,2,542.4,26322
19338.5293,22784,70,11,68,0,2,224.904234,75612
5431.371279,49345,69,10,12,0,7,251.075981,28231
7329.828776,0,70,4,63,0,2,622.381217,89827
3484.141641,34307,92,33,62,2,1,186.025014,91266
6964.051797,0,95,19,41,1,9,629.647822,10048
25253.10198,44096,72,28,65,1,2,345.6,90231
2523.654743,43204,64,31,19,3,1,246.065764,26729
17349.03226,0,92,3,7,0,2,441.6,98310
4058.668736,0,117,13,69,0,1,842.4,73478
4742.617289,78596,118,1,70,0,1,133.907696,29524
4363.599418,38925,112,10,48,0,1,241.304377,58813
9048.983447,0,119,9,8,0,3,571.2,98898
4210.096739,21885,108,7,29,0,1,52.339396,90819
5241.142484,48345,67,7,1,0,7,212.009825,55220
2481.842224,77993,62,26,10,0,1,297.6,90693
3585.942995,25748,90,9,23,0,1,117.871165,70181
5498.940679,22520,73,17,64,0,3,350.4,30804
10377.36842,0,95,1,69,0,2,579.452318,31931
2589.695091,0,73,6,11,0,1,350.4,29584
9312.585034,75986,115,11,44,0,3,89.119797,63814
14396.24222,0,205,14,63,0,4,1476.0,81070
31920.76916,58542,114,29,82,0,2,129.985718,24925
4921.325084,43640,64,10,99,2,3,1.208908,84409
25805.50599,86901,72,24,73,0,2,313.366255,38413
5963.818306,94115,74,28,41,0,8,409.089884,53116
8923.113112,0,125,22,80,0,9,900.0,95720
5214.971007,65375,65,9,84,0,3,6.07744,94104
12522.53868,44341,105,15,56,0,2,355.114822,64307
13897.38856,24378,188,18,34,0,5,902.4,32841
3372.420457,93489,84,16,72,0,1,104.280764,90461
7809.515468,69161,97,19,71,0,8,341.431343,75918
12269.41862,60774,154,13,7,0,5,739.2,64604
3123.080994,0,101,1,83,4,1,960.115399,98532
8004.214781,54008,67,18,90,0,2,370.503286,15613
8105.872317,0,74,15,61,0,2,232.01349,63766
2758.703811,44619,68,35,45,0,1,283.668439,35401
3707.282365,16476,101,29,25,0,1,313.885191,95163
30154.68108,73359,94,17,24,0,2,107.187926,55111
8099.838433,25949,104,0,28,0,3,499.2,73797
2921.490461,62018,73,2,59,0,1,90.094835,43119
14510.44376,41433,183,24,40,0,9,1317.6,38665
16793.9728,0,238,29,90,1,4,1142.4,30137
5332.462694,68931,66,32,30,0,7,309.577946,29883
10025.91827,0,141,25,27,0,3,1015.2,35581
6875.606133,0,104,24,49,0,6,748.8,11519
2272.30731,0,64,35,59,0,1,286.124652,11719
8923.154803,98044,73,5,53,0,2,347.336864,91288
16484.01644,91354,68,30,26,0,2,361.646987,53746
6860.592636,0,109,5,20,4,7,605.137484,57895
12947.68269,15083,115,25,14,0,2,552.0,95708
13786.70272,0,61,21,24,0,2,370.755025,45422
7706.032636,0,107,15,63,0,8,1267.709661,92231
8520.145801,0,80,30,96,0,2,69.142986,53580
2242.226055,0,67,15,75,3,1,618.355883,32409
27069.49674,22955,92,6,23,3,2,441.6,21742
